video_id,title,published_date,year,month,title_length
4iuepdI3wCU,"Charan Ranganath: Human Memory, Imagination, Deja Vu, and False Memories | Lex Fridman Podcast #430",2024-05-25,2024,5,99
pwN8u6HFH8U,"Paul Rosolie: Jungle, Apex Predators, Aliens, Uncontacted Tribes, and God | Lex Fridman Podcast #429",2024-05-15,2024,5,100
tdv7r2JSokI,"Sean Carroll: General Relativity, Quantum Mechanics, Black Holes &amp; Aliens | Lex Fridman Podcast #428",2024-04-22,2024,4,104
sG8u6owzad4,"Bassem Youssef: Israel-Palestine, Gaza, Hamas, Middle East, Satire &amp; Fame | Lex Fridman Podcast #424",2024-04-05,2024,4,104
_El9riy9Zjw,"Tulsi Gabbard: War, Politics, and the Military Industrial Complex | Lex Fridman Podcast #423",2024-04-02,2024,4,92
GXgGR8KxFao,"Annie Jacobsen: Nuclear War, CIA, KGB, Aliens, Area 51, Roswell &amp; Secrecy | Lex Fridman Podcast #420",2024-03-22,2024,3,104
1X_KdkoGxSs,"Israel-Palestine Debate: Finkelstein, Destiny, M. Rabbani &amp; Benny Morris | Lex Fridman Podcast #418",2024-03-14,2024,3,103
5t1vTLU7s40,"Yann Lecun: Meta AI, Open Source, Limits of LLMs, AGI &amp; the Future of AI | Lex Fridman Podcast #416",2024-03-07,2024,3,103
qa-wl8_wpZA,"Serhii Plokhy: History of Ukraine, Russia, Soviet Union, KGB, Nazis &amp; War | Lex Fridman Podcast #415",2024-03-04,2024,3,104
f_lRdkH_QoY,"Tucker Carlson: Putin, Navalny, Trump, CIA, NSA, War, Politics &amp; Freedom | Lex Fridman Podcast #414",2024-02-27,2024,2,103
5VnbBCm_ZyQ,Marc Raibert: Boston Dynamics and the Future of Robotics | Lex Fridman Podcast #412,2024-02-16,2024,2,83
tYrdMjVXyNg,"Ben Shapiro vs Destiny Debate: Politics, Jan 6, Israel, Ukraine &amp; Wokeism | Lex Fridman Podcast #410",2024-01-23,2024,1,104
zMYvGf7BA9o,Matthew Cox: FBI Most Wanted Con Man - $55 Million in Bank Fraud | Lex Fridman Podcast #409,2024-01-17,2024,1,91
DcWqzZ3I2cY,Jeff Bezos: Amazon and Blue Origin | Lex Fridman Podcast #405,2023-12-14,2023,12,61
2yHr9DPnSzk,Michael Malice: Thanksgiving Pirate Special | Lex Fridman Podcast #402,2023-11-25,2023,11,70
r4wLXNydzeY,"John Mearsheimer: Israel-Palestine, Russia-Ukraine, China, NATO, and WW3 | Lex Fridman Podcast #401",2023-11-17,2023,11,99
JN3KPFbWCy8,"Elon Musk: War, AI, Aliens, Politics, Physics, Video Games, and Humanity | Lex Fridman Podcast #400",2023-11-09,2023,11,99
fUEjCXpOjPY,"James Sexton: Divorce Lawyer on Marriage, Relationships, Sex, Lies &amp; Love | Lex Fridman Podcast #396",2023-09-18,2023,9,104
eTBAxD6lt2g,"Andrew Huberman: Relationships, Drama, Betrayal, Sex, and Love | Lex Fridman Podcast #393",2023-08-17,2023,8,89
Mde2q7GFCrw,"Yuval Noah Harari: Human Nature, Intelligence, Power, and Conspiracies | Lex Fridman Podcast #390",2023-07-17,2023,7,97
XpC7SVDXimg,"Benjamin Netanyahu: Israel, Palestine, Power, Corruption, Hate, and Peace | Lex Fridman Podcast #389",2023-07-12,2023,7,100
NPtBkw5uD-0,"Robert F. Kennedy Jr: CIA, Power, Corruption, War, Freedom, and Meaning | Lex Fridman Podcast #388",2023-07-06,2023,7,98
1Wy-6z17up4,Mark Zuckerberg vs Lex Fridman in Jiu Jitsu,2023-06-25,2023,6,43
8qgIFD0PaWo,"Matthew McConaughey: Freedom, Truth, Family, Hardship, and Love | Lex Fridman Podcast #384",2023-06-13,2023,6,90
8TmV6KEYkK0,"Bert Kreischer: Comedy, Drinking, Rogan, Segura, Churchill &amp; Kim Jong Un | Lex Fridman Podcast #382",2023-06-05,2023,6,103
YDjOS0VHEr4,Neil Gershenfeld: Self-Replicating Robots and the Future of Fabrication | Lex Fridman Podcast #380,2023-05-28,2023,5,98
PdE-waSx-d8,"Stephen Wolfram: ChatGPT and the Nature of Truth, Reality &amp; Computation | Lex Fridman Podcast #376",2023-05-09,2023,5,102
